USDJPY,BWMFI,MACD,RSI,CCI,MACD2,RSI0,OsMA1,OsMA2,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,EURUSD
110.88849999999999,0.18918919000000001,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8407,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7994,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.11964
110.8875,0.20000000000000001,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8405,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7992,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196349999999999
110.8875,0.20000000000000001,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8405,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7992,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196349999999999
110.88800000000001,0.20588234999999999,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8404,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7991,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.119645
110.88800000000001,0.20588234999999999,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8404,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7991,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.119645
110.88849999999999,0.21212121,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8403,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7990,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.119645
110.88849999999999,0.21212121,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8403,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7990,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.119645
110.88800000000001,0.21875,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8402,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7989,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196349999999999
110.88800000000001,0.21875,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8402,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7989,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196349999999999
110.88800000000001,0.21875,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8402,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7989,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196349999999999
110.88800000000001,0.21875,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8402,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7989,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196349999999999
110.88800000000001,0.21875,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8402,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7989,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196349999999999
110.887,0.23333333000000001,-1.9383879999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.007566410000003,4.5743900000000002E-3,111.01758741,110.89155,110.76551259,-71.195652170000002,-76.595744679999996,-71.957671959999999,-99.378881989999996,110.85994048000001,110.82299999999999,-8400,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-1.7763999999999999E-4,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7987,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.11964
110.887,0.23333333000000001,-1.9383879999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.007566410000003,4.5743900000000002E-3,111.01758741,110.89155,110.76551259,-71.195652170000002,-76.595744679999996,-71.957671959999999,-99.378881989999996,110.85994048000001,110.82299999999999,-8400,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-1.7763999999999999E-4,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7987,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.11964
110.886,0.28000000000000003,-1.9463660000000001E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,41.70578004,4.5743900000000002E-3,111.01759461,110.89149999999999,110.76540539,-71.739130430000003,-76.595744679999996,-72.486772490000007,-99.378881989999996,110.85994048000001,110.82299999999999,-8395,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.00020378,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7982,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.11964
110.8865,0.30434782999999999,-1.9463660000000001E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,41.70578004,4.5743900000000002E-3,111.01759461,110.89149999999999,110.76540539,-71.739130430000003,-76.595744679999996,-72.486772490000007,-99.378881989999996,110.85994048000001,110.82299999999999,-8393,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.00020378,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7980,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.11961
110.88800000000001,0.38888888999999999,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8388,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7975,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.119675
110.88800000000001,0.4375,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8386,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7973,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196600000000001
110.88849999999999,0.46666667000000001,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8385,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7972,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196550000000001
110.88849999999999,0.46666667000000001,-1.9304109999999999E-2,27.273183490000001,32.258064519999998,-2.0939409999999999E-2,42.313752119999997,4.5743900000000002E-3,111.01758357,110.8916,110.76561642999999,-70.652173910000002,-76.595744679999996,-71.428571430000005,-99.378881989999996,110.85994048000001,110.82299999999999,-8385,-8476,110.8545,110.94199999999999,110.89749999999999,110.96425000000001,110.956,110.96550000000001,110.851,110.917,110.89749999999999,110.96599999999999,110.956,110.8775,-4.4914709999999997E-2,-5.2029409999999998E-2,-7.0426470000000005E-2,-8.6894120000000005E-2,-0.04820294,-2.0491180000000001E-2,111.02876764,111.01215765000001,110.90300000000001,110.8849,110.77723236,110.75764235,-0.0001515,-2.2775600000000001E-3,-4.8717099999999996E-3,83.333333330000002,82.352941180000002,85.310058979999994,90.198947869999998,-7972,-7957,-8009,8.2073500000000004E-3,-4.7926499999999999E-3,1.1196550000000001
